Raw Median,Discount,Scenario,2024 to 2034,2024 to 2044,2034 to 2044,All
False,3%,Aus then UK 70%,"2,220 (1,560 to 3,180)","15,800 (10,800 to 23,300)","13,600 (9,230 to 20,200)","107,000 (71,100 to 162,000)"
False,3%,Aus then UK 90%,"2,840 (1,990 to 4,030)","20,300 (13,900 to 29,700)","17,400 (11,900 to 25,700)","137,000 (91,200 to 206,000)"
False,3%,Aus then UK mandatory,"3,150 (2,220 to 4,490)","22,500 (15,400 to 33,100)","19,400 (13,200 to 28,600)","152,000 (101,000 to 229,000)"
False,3%,Australia 50%,"1,100 (777 to 1,580)","5,950 (4,130 to 8,840)","4,850 (3,360 to 7,230)","35,200 (23,900 to 53,300)"
False,3%,Australia 70%,"1,540 (1,080 to 2,240)","8,310 (5,730 to 12,300)","6,770 (4,650 to 10,100)","49,100 (33,200 to 74,000)"
False,3%,Australia 90%,"1,980 (1,370 to 2,890)","10,700 (7,400 to 15,900)","8,720 (6,030 to 13,000)","63,100 (42,900 to 95,500)"
False,3%,Australia mandatory,"2,200 (1,540 to 3,200)","11,900 (8,280 to 17,600)","9,700 (6,710 to 14,400)","70,100 (47,500 to 105,000)"
False,3%,BAU,"174,000,000 (167,000,000 to 180,000,000)","289,000,000 (277,000,000 to 300,000,000)","115,000,000 (110,000,000 to 120,000,000)","575,000,000 (550,000,000 to 601,000,000)"
False,3%,KCl subsitute (10%) all foods,"1,250 (864 to 1,790)","16,900 (11,500 to 24,100)","15,700 (10,600 to 22,400)","166,000 (112,000 to 242,000)"
False,3%,KCl subsitute (30%) envelope,"28,200 (19,600 to 38,600)","112,000 (76,700 to 154,000)","83,400 (56,900 to 116,000)","554,000 (375,000 to 780,000)"
False,3%,KCl subsitute (4.5%) discretionary,"2,250 (1,530 to 3,160)","14,300 (9,620 to 20,200)","12,000 (8,080 to 17,100)","89,900 (59,400 to 128,000)"
False,3%,No change,0.00 (0.00 to 0.00),0.00 (0.00 to 0.00),0.00 (0.00 to 0.00),0.00 (0.00 to 0.00)
False,3%,UK 50%,"2,520 (1,720 to 3,700)","13,700 (9,220 to 20,300)","11,200 (7,470 to 16,600)","80,200 (53,200 to 121,000)"
False,3%,UK 70%,"3,510 (2,390 to 5,150)","18,900 (12,800 to 28,400)","15,500 (10,400 to 23,200)","112,000 (74,300 to 168,000)"
False,3%,UK 90%,"4,490 (3,070 to 6,620)","24,400 (16,500 to 36,100)","19,900 (13,400 to 29,500)","143,000 (95,200 to 215,000)"
False,3%,UK mandatory,"5,000 (3,420 to 7,300)","27,100 (18,200 to 40,600)","22,100 (14,800 to 33,200)","159,000 (105,000 to 239,000)"
False,3%,UK mass media campaign,314 (157 to 578),"1,220 (595 to 2,260)","904 (440 to 1,680)","2,190 (1,090 to 4,040)"
False,3%,UK salt reduction program,"1,550 (1,070 to 2,210)","7,390 (5,090 to 10,800)","5,840 (4,000 to 8,600)","42,900 (29,100 to 63,600)"
False,3%,Who mandatory,"8,000 (5,520 to 11,200)","43,200 (29,400 to 61,900)","35,200 (23,900 to 50,700)","255,000 (171,000 to 370,000)"
True,0%,Aus then UK 50%,2045.8717490516035,18061.621567022863,15993.43451492667,329732.1218862573
True,0%,Aus then UK 70%,2863.319299416696,25215.356806248317,22375.65349172057,461711.3553511917
True,0%,Aus then UK 90%,3660.2801809983016,32273.69626267896,28611.32913230676,590621.3600020027
True,0%,Aus then UK mandatory,4064.799241927286,35851.170015718206,31775.08082160272,655110.2522678254
True,0%,Australia 50%,1406.8760797369555,9361.55748597201,7935.442124079687,147917.4329220202
True,0%,Australia 70%,1971.8946974421876,13042.093990708623,11080.932836259184,206692.1173708541
True,0%,Australia 90%,2527.415051954917,16774.249494117204,14266.07885504724,265715.6075693808
True,0%,Australia mandatory,2808.8725379475195,18669.429762989494,15866.57367151417,294636.42729440035
True,0%,BAU,204231300.8548349,387364185.5493102,183172931.45943895,1072709591.2263762
True,0%,KCl subsitute (10%) all foods,1636.7744700640687,27667.419886219504,26058.56625226836,756164.2176089224
True,0%,KCl subsitute (30%) envelope,35424.50224603044,171193.72418677533,135822.35559024103,2242852.7660608664
True,0%,KCl subsitute (4.5%) discretionary,2912.1178394624103,22593.238325789884,19675.21347887772,382506.3205541036
True,0%,No change,0.0,0.0,0.0,0.0
True,0%,UK 50%,3226.2404794725435,21464.311824113523,18246.449259261048,336977.44227209524
True,0%,UK 70%,4488.432166816786,29751.19758288999,25299.320721898213,470142.4256686549
True,0%,UK 90%,5744.207566537936,38242.05141432125,32533.21895882846,603111.9900468579
True,0%,UK mandatory,6403.074482579461,42583.94515631137,36163.9293028949,666800.1341564578
True,0%,UK mass media campaign,400.5481722469823,1848.623028275471,1447.667044669653,4422.259795344921
True,0%,UK salt reduction program,1939.6313596797936,11505.696747467022,9549.361986269949,179887.8406695237
True,0%,Who mandatory,10229.692100217402,67786.35688818918,57616.79106204919,1071954.51623431
True,3%,Aus then UK 50%,1584.3186700784884,11326.556234998481,9742.159257694864,76353.63130842625
True,3%,Aus then UK 70%,2219.4493184617004,15844.572195437264,13634.388867566284,107082.1846595685
True,3%,Aus then UK 90%,2838.832901399942,20273.545876560704,17428.021655144992,137046.17693352385
True,3%,Aus then UK mandatory,3151.2782544054667,22485.603525131537,19352.437964596404,152040.69946051025
True,3%,Australia 50%,1100.1878511081243,5953.160768821815,4852.686900055276,35167.02041087373
True,3%,Australia 70%,1539.5673778281193,8306.01525984344,6772.95645704823,49093.464238746055
True,3%,Australia 90%,1976.3914263894223,10692.578837468582,8718.519088940595,63125.706426481454
True,3%,Australia mandatory,2195.2488957594646,11884.962088935301,9700.561408348878,70097.96759004492
True,3%,BAU,173809885.3247889,288818160.12144965,115035957.6052137,575143290.4710231
True,3%,KCl subsitute (10%) all foods,1253.1570684448805,16885.43095612159,15666.400434408768,165792.47623891747
True,3%,KCl subsitute (30%) envelope,28241.22585596593,111638.62101439606,83365.88400580069,553752.3911355148
True,3%,KCl subsitute (4.5%) discretionary,2254.4607221563624,14267.172729854556,12005.677202175199,89923.64713730455
True,3%,No change,0.0,0.0,0.0,0.0
True,3%,UK 50%,2519.926690066419,13671.941413109298,11158.145073100906,80198.94260610947
True,3%,UK 70%,3508.2459046041636,18939.141610421233,15472.454730188936,111906.59748395692
True,3%,UK 90%,4490.477278389446,24355.877159660165,19896.444500208352,143085.01287807417
True,3%,UK mandatory,5003.317323976796,27148.12639920402,22109.18759737611,158505.33678332498
True,3%,UK mass media campaign,313.77487158869707,1216.670520978731,904.2039811140488,2191.161886607047
True,3%,UK salt reduction program,1547.611443677983,7388.595435111681,5839.976106013215,42900.046611858845
True,3%,Who mandatory,7997.273609033285,43193.113959983566,35241.439139069924,254782.70394760396
