Raw Median,Discount,Scenario,2024 to 2034,2024 to 2044,2034 to 2044,All
False,3%,UK mass media campaign,179 (83.1 to 354),"971 (461 to 1,890)","791 (375 to 1,530)","2,110 (1,020 to 3,960)"
False,3%,UK salt reduction program,"942 (602 to 1,460)","5,790 (3,650 to 9,020)","4,840 (3,040 to 7,560)","44,500 (28,600 to 68,500)"
False,3%,Who mandatory,"4,580 (2,820 to 7,160)","33,800 (21,100 to 52,400)","29,200 (18,200 to 45,400)","266,000 (168,000 to 408,000)"
True,0%,Aus then UK 50%,1167.277496127496,14706.806510478298,13549.762459362511,386720.1179705146
True,0%,Aus then UK 70%,1624.9808705370838,20511.50291377413,18917.769110829337,539165.5860366768
True,0%,Aus then UK 90%,2080.148027120533,26328.616360368287,24239.29278415039,691579.4554142845
True,0%,Aus then UK mandatory,2313.337082025916,29052.351810826884,26818.74268242877,765153.3136440548
True,0%,Australia 50%,824.525362646529,7547.308685623991,6727.9053069080055,171932.02955337617
True,0%,Australia 70%,1152.7753765383477,10569.788433675316,9416.305910311374,239849.43941532503
True,0%,Australia 90%,1474.4595244895363,13544.84619649898,12077.312060071628,308255.04671579506
True,0%,Australia mandatory,1643.679623307414,15060.972165754458,13447.33337338298,342763.205449882
True,0%,BAU,242042589.5742169,465132665.2891528,223090075.71493587,1345384541.132988
True,0%,KCl subsitute (10%) all foods,845.7982278293796,21337.285929107555,20501.596979160626,875032.4773598762
True,0%,KCl subsitute (30%) envelope,21260.269668855184,136413.08292831917,114996.65388048573,2564311.497769895
True,0%,KCl subsitute (4.5%) discretionary,1614.4069005882318,17767.928526021293,16166.494478947512,438378.92470370326
True,0%,No change,0.0,0.0,0.0,0.0
True,0%,UK 50%,1936.6155636363228,17610.601216675226,15682.057564896182,392604.23919060896
True,0%,UK 70%,2698.9150540270766,24658.84210814201,21962.53216865065,548527.7103130461
True,0%,UK 90%,3469.068663659322,31454.233146265924,28055.84909381882,702970.950396057
True,0%,UK mandatory,3837.510322824447,34960.017915242905,31134.01411358815,778719.8776614334
True,0%,UK mass media campaign,230.0122232318053,1506.8572790833296,1276.572835817149,4604.202959022918
True,0%,UK salt reduction program,1188.249295444361,9158.074096106811,7966.875541105497,204891.02308055383
True,0%,Who mandatory,5908.704792377493,54010.63340738037,48080.05634294357,1229812.7881201464
True,3%,Aus then UK 50%,898.3688634775853,9094.761802303363,8195.854617084378,81763.7360820582
True,3%,Aus then UK 70%,1250.7089350263868,12681.53790544818,11439.65983118915,114428.6396875171
True,3%,Aus then UK 90%,1599.654662168203,16262.204076392929,14663.816251768565,146546.52771543257
True,3%,Aus then UK mandatory,1781.409051398353,17986.824666964323,16210.994333409535,162133.17533053813
True,3%,Australia 50%,639.0021957139893,4724.173729338385,4087.880769346352,37183.56847646989
True,3%,Australia 70%,892.7492842953801,6611.8381583006485,5723.49579671759,51878.67278095734
True,3%,Australia 90%,1142.5612508874128,8475.60026301748,7341.425845308751,66869.0995529723
True,3%,Australia mandatory,1272.7698845951147,9423.71744893911,8164.287594071144,74280.28517626323
True,3%,BAU,205844346.67803854,345857658.5549039,140013311.87686545,698975760.0179092
True,3%,KCl subsitute (10%) all foods,643.98908383589,12877.925543297319,12237.462862121485,175903.31868855853
True,3%,KCl subsitute (30%) envelope,16754.785601353782,87050.53271520008,70197.94579134433,572378.949745988
True,3%,KCl subsitute (4.5%) discretionary,1241.310037875842,11044.301943555356,9803.61280382253,93669.69428305242
True,3%,No change,0.0,0.0,0.0,0.0
True,3%,UK 50%,1501.087936381205,11015.278535359954,9537.411526236996,85421.31099592442
True,3%,UK 70%,2091.4548690142556,15433.086313785727,13347.376679015295,118942.27797089859
True,3%,UK 90%,2685.60281778559,19704.14271833117,17049.68286428565,152308.57517526357
True,3%,UK mandatory,2973.576259950385,21894.00801044664,18939.20197058695,168984.59804211507
True,3%,UK mass media campaign,178.79852806309106,970.8596235695405,790.6101277748024,2106.0464245743133
True,3%,UK salt reduction program,941.7997716672577,5786.793619217674,4837.141297077383,44521.39879855996
True,3%,Who mandatory,4579.8821651951785,33822.20889889028,29209.99039182114,266362.0920945323
