Raw Median,Discount,Scenario,2024 to 2034,2024 to 2044,2034 to 2044,All
True,0%,UK 50%,93.29262012773306,395.0170203167228,300.95788434792166,1811.287154570285
True,0%,UK mass media campaign,12.4497720141356,35.56256112845594,23.03486943868524,45.66208250994015
True,0%,UK salt reduction program,55.98163204828202,234.2627529444832,178.45639188583922,1114.8624006506502
True,0%,Who mandatory,316.3300243225527,1345.2249605830775,1030.0343637554006,6281.482910388321
True,0%,No change,0.0,0.0,0.0,0.0
True,3%,BAU,4410204.433110304,7606279.594894277,3196075.161783973,14439194.986759732
True,3%,Australia mandatory,59.32208361996528,208.7999101692197,148.97367624566257,572.5628863129873
True,3%,Australia 90%,53.34075015301269,187.33350922328376,134.10962784932178,515.7447552691044
True,3%,Australia 70%,41.38328369048909,145.88336108609252,104.45129751061512,402.74362242346615
True,3%,Australia 50%,29.56147485769518,104.46843758881556,74.82821463608309,287.71073506724974
True,3%,Aus then UK mandatory,86.33957472369272,391.1738327565692,304.68738533539806,1175.3695425334613
True,3%,Aus then UK 90%,78.13804354493112,352.8476477898013,274.04850746927923,1057.3122328830104
True,3%,Aus then UK 70%,60.87269569726851,274.2595630134704,213.53764821892892,825.2870511622192
True,3%,Aus then UK 50%,43.51502433741439,196.74690502546005,152.7236473813686,589.6890090789292
True,3%,KCl subsitute (30%) envelope,781.420215639591,2184.10170301,1395.7931277290209,5392.196990984069
True,3%,KCl subsitute (10%) all foods,39.1515374973205,341.2804920466026,302.42966378591115,1402.255991139249
True,3%,KCl subsitute (4.5%) discretionary,65.0279187420326,270.3648067035892,205.51400209670535,792.5330537856796
True,3%,UK mandatory,129.76401482581343,456.882059172178,327.35837063481347,1247.9007557016523
True,3%,UK 90%,116.54375063110204,411.9796541631165,295.07796566900856,1120.382408366515
True,3%,UK 70%,91.14861097614262,320.8468470232561,230.04083618731755,875.1197745187999
True,3%,UK 50%,65.13127805749295,230.55990481507325,164.95077801253063,627.1037314724181
True,3%,UK mass media campaign,8.708121371608017,21.7918700869075,13.025930124468903,25.880626576026035
True,3%,UK salt reduction program,39.74943114156271,137.19637619360032,97.56764898282007,386.4154783839348
True,3%,Who mandatory,220.8079483896497,784.3817906639038,564.2225975056475,2167.4458856719148
True,3%,No change,0.0,0.0,0.0,0.0
