Raw Median,Discount,Scenario,2024 to 2034,2024 to 2044,2034 to 2044,All
False,0%,UK 70%,39.9 (2.62 to 97.0),-4.84 (-16.5 to 7.21),3.23 (-7.97 to 15.5),14.0 (6.56 to 21.1)
False,0%,UK 90%,20.2 (-9.58 to 66.3),-7.96 (-19.2 to 3.53),-0.372 (-11.0 to 10.8),13.8 (6.12 to 20.9)
False,0%,UK mandatory,13.1 (-14.3 to 54.7),-9.03 (-20.1 to 2.17),-1.65 (-12.1 to 9.30),13.7 (5.93 to 20.9)
False,0%,UK mass media campaign,20.8 (-17.6 to 114),1.18 (-10.6 to 22.3),15.4 (3.08 to 41.1),13.0 (5.88 to 22.4)
False,0%,UK salt reduction program,182 (95.8 to 325),18.5 (2.31 to 42.5),31.1 (12.7 to 59.7),14.6 (7.42 to 21.5)
False,0%,Who mandatory,-12.5 (-33.0 to 13.6),-14.8 (-25.7 to -4.22),-8.04 (-18.1 to 1.81),12.5 (4.95 to 19.4)
False,3%,Aus then UK 50%,14.7 (-7.98 to 41.9),-12.1 (-23.3 to -0.934),-4.21 (-14.2 to 6.11),6.28 (-2.00 to 14.3)
False,3%,Aus then UK 70%,-6.55 (-25.8 to 14.6),-15.0 (-26.2 to -3.86),-7.71 (-18.2 to 2.52),5.83 (-2.61 to 13.8)
False,3%,Aus then UK 90%,-18.2 (-36.0 to 0.0902),-16.7 (-28.4 to -5.12),-9.58 (-20.1 to 0.872),5.58 (-2.80 to 13.6)
False,3%,Aus then UK mandatory,-22.6 (-39.8 to -4.16),-17.4 (-29.3 to -5.77),-10.3 (-21.1 to 0.275),5.51 (-3.13 to 13.6)
False,3%,Australia 50%,52.9 (9.14 to 124),-2.36 (-15.5 to 11.9),9.41 (-3.95 to 25.0),6.94 (-1.01 to 14.9)
False,3%,Australia 70%,22.5 (-9.69 to 71.5),-8.12 (-19.4 to 4.19),2.35 (-9.15 to 15.1),6.01 (-2.20 to 13.8)
False,3%,Australia 90%,5.78 (-20.2 to 44.5),-11.4 (-22.5 to 0.202),-1.55 (-12.4 to 9.66),5.44 (-2.67 to 13.2)
False,3%,Australia mandatory,-0.310 (-25.1 to 34.3),-12.4 (-23.8 to -0.951),-3.00 (-13.4 to 8.02),5.19 (-2.92 to 13.2)
False,3%,BAU,11.0 (10.6 to 11.4),12.0 (11.6 to 12.5),13.5 (13.0 to 14.2),13.8 (13.3 to 14.5)
False,3%,KCl subsitute (10%) all foods,-5.59 (-48.1 to 79.7),-22.5 (-36.9 to -9.18),-18.4 (-32.2 to -5.42),4.73 (-3.97 to 12.7)
False,3%,KCl subsitute (30%) envelope,-46.4 (-60.4 to -34.2),-21.9 (-33.0 to -12.0),-13.6 (-23.7 to -4.62),2.35 (-6.16 to 9.99)
False,3%,KCl subsitute (4.5%) discretionary,-20.4 (-46.9 to 29.4),-17.0 (-29.4 to -4.81),-9.07 (-20.9 to 3.10),4.52 (-3.86 to 12.4)
False,3%,No change,0.00 (0.00 to 0.00),0.00 (0.00 to 0.00),0.00 (0.00 to 0.00),0.00 (0.00 to 0.00)
False,3%,UK 50%,-4.99 (-28.0 to 26.1),-12.0 (-23.3 to -0.582),-2.93 (-13.4 to 8.05),6.04 (-2.50 to 13.9)
False,3%,UK 70%,-17.7 (-37.2 to 6.07),-14.6 (-26.1 to -3.52),-6.10 (-16.3 to 4.18),5.56 (-2.72 to 13.5)
False,3%,UK 90%,-25.2 (-43.2 to -4.56),-16.0 (-27.5 to -4.93),-7.84 (-18.2 to 2.28),5.31 (-3.25 to 13.3)
False,3%,UK mandatory,-27.8 (-45.9 to -8.99),-16.6 (-27.9 to -5.45),-8.46 (-18.7 to 1.63),5.17 (-3.41 to 13.2)
False,3%,UK mass media campaign,31.5 (-13.0 to 140),4.28 (-9.49 to 33.1),23.8 (7.63 to 62.2),10.8 (1.56 to 26.6)
False,3%,UK salt reduction program,49.9 (14.6 to 104),-1.27 (-13.1 to 12.0),9.93 (-2.54 to 24.8),6.64 (-1.36 to 14.4)
False,3%,Who mandatory,-39.3 (-55.7 to -23.8),-20.2 (-31.5 to -9.34),-12.5 (-22.5 to -2.38),3.73 (-4.54 to 11.5)
True,0%,Aus then UK 50%,140.98883713670574,2.2387152885352397,9.95487897718549,14.53008449219658
True,0%,Aus then UK 70%,83.77620849110927,-4.338182601655619,2.713913811172594,14.167952828408165
True,0%,Aus then UK 90%,52.47417606023238,-7.950367694174374,-1.4119873078752416,13.96594183867468
True,0%,Aus then UK mandatory,42.09156204556828,-9.203053475084154,-2.809723463627952,13.893629878612504
True,0%,Australia 50%,236.4868819724109,23.38552345727196,36.665536422475206,15.207222572356326
True,0%,Australia 70%,154.6806887670341,11.297715100614935,22.365166523394453,14.41504777092998
True,0%,Australia 90%,108.42786854741996,4.249910538543952,14.245279920774667,13.957365136839012
True,0%,Australia mandatory,92.53000906187783,1.7715148056748196,11.424857414797415,13.764290759404403
True,0%,BAU,11.047060503212926,12.254278564749953,13.59830201925362,17.50640889303991
True,0%,KCl subsitute (10%) all foods,119.483097633122,-14.36280654360727,-10.727589080942218,13.12664669401869
True,0%,KCl subsitute (30%) envelope,-44.91429023745664,-19.6672278709918,-13.148472838875303,11.618702998107915
True,0%,KCl subsitute (4.5%) discretionary,51.86246696417368,-6.813221501347422,0.6473061263904005,13.220037522877142
True,0%,No change,0.0,0.0,0.0,0.0
True,0%,UK 50%,75.21941495318808,0.7179149944215983,9.64920946984474,14.405101713403411
True,0%,UK 70%,39.93645805715434,-4.842592705525924,3.231046976203338,14.030873772345888
True,0%,UK 90%,20.242868041833447,-7.964661900418712,-0.371909275734421,13.813854853840134
True,0%,UK mandatory,13.053942978349095,-9.027207426474334,-1.6482075089512485,13.71640932522031
True,0%,UK mass media campaign,20.821040011521145,1.1753118436630592,15.350414053936635,12.999674080038629
True,0%,UK salt reduction program,182.0116315746593,18.45571101724275,31.133125873152903,14.619706002874564
True,0%,Who mandatory,-12.510706955530742,-14.8473711020295,-8.03561381205483,12.503669114155665
True,3%,Aus then UK 50%,14.672245647841905,-12.09766351898177,-4.210618105738984,6.284510841946487
True,3%,Aus then UK 70%,-6.545941446948105,-15.03831239177616,-7.712219425019449,5.830898964780417
True,3%,Aus then UK 90%,-18.1654176994458,-16.748210784133317,-9.57620808739857,5.577130965848838
True,3%,Aus then UK mandatory,-22.55595036312241,-17.371610121330704,-10.320719986251149,5.505207800676264
True,3%,Australia 50%,52.90619986326721,-2.3624589942621963,9.412838082153598,6.939216192647436
True,3%,Australia 70%,22.549461206762054,-8.119665340039969,2.345298793484245,6.00694095249954
True,3%,Australia 90%,5.77703491502824,-11.3673308945064,-1.5511714243798065,5.443240830276736
True,3%,Australia mandatory,-0.3099914261556203,-12.443308892579166,-2.995463731165656,5.191357721252677
True,3%,BAU,10.98731175242989,12.00150098308588,13.532895553041296,13.824124478052711
True,3%,KCl subsitute (10%) all foods,-5.590291209120936,-22.499416347188596,-18.41857645449165,4.727883333612361
True,3%,KCl subsitute (30%) envelope,-46.42925568619998,-21.873286261742813,-13.600102279127416,2.3545942059348763
True,3%,KCl subsitute (4.5%) discretionary,-20.39423404269821,-16.975549001245106,-9.070993211857395,4.51837472872174
True,3%,No change,0.0,0.0,0.0,0.0
True,3%,UK 50%,-4.990456889179102,-11.985825097820523,-2.931859288030722,6.039810049661604
True,3%,UK 70%,-17.70237080341427,-14.617702165294707,-6.1042781515698366,5.555035069288818
True,3%,UK 90%,-25.242488852271485,-16.021298955465575,-7.838222494224718,5.314472045845651
True,3%,UK mandatory,-27.81068581415641,-16.59955253701305,-8.456702045453557,5.1668120745538975
True,3%,UK mass media campaign,31.46926372938029,4.281274459566028,23.804349280712174,10.768743991814322
True,3%,UK salt reduction program,49.93144946824795,-1.2746281396277666,9.929278870232803,6.635148993021206
True,3%,Who mandatory,-39.29023759214108,-20.20743538369958,-12.48682247550046,3.730056722822335
